1 0
11 3.005e-007
21 9.003e-007
31 1.7004e-006
41 2.4008e-006
51 3.4996e-006
61 4.8024e-006
71 5.9834e-006
81 5.8977e-006
91 8.2019e-006
101 8.9033e-006
111 1.07693e-005
121 1.06162e-005
131 1.36621e-005
141 1.31065e-005
151 1.56654e-005
161 1.85393e-005
171 1.74504e-005
181 1.97133e-005
191 2.16351e-005
201 2.53084e-005
211 2.39325e-005
221 2.78139e-005
231 2.66082e-005
241 2.76653e-005
251 3.11137e-005
261 3.10136e-005
271 3.30272e-005
281 3.81677e-005
291 3.59871e-005
301 3.89322e-005
311 3.85625e-005
321 4.19674e-005
331 4.29435e-005
341 4.55185e-005
351 4.87118e-005
361 4.53067e-005
371 4.88033e-005
381 5.02556e-005
391 4.93339e-005
401 5.01045e-005
411 5.58111e-005
421 5.49998e-005
431 5.90973e-005
441 6.2524e-005
451 6.89203e-005
461 6.26223e-005
471 6.55771e-005
481 6.78331e-005
491 6.84643e-005
501 6.91275e-005
511 7.104e-005
521 7.40704e-005
531 7.55462e-005
541 7.56689e-005
551 7.73288e-005
561 7.82135e-005
571 8.92423e-005
581 8.95453e-005
591 9.20343e-005
601 8.78441e-005
611 9.18353e-005
621 9.35269e-005
631 9.7139e-005
641 0.000101234
651 9.74242e-005
661 0.00010229
671 9.7631e-005
681 9.81719e-005
691 0.000103588
701 0.000112474
711 0.000116045
721 0.000118408
731 0.000107551
741 0.000110919
751 0.000130022
761 0.000116391
771 0.000122518
781 0.000119882
791 0.000122752
801 0.000123736
811 0.00012699
821 0.000128976
831 0.000122574
841 0.000124952
851 0.000128521
861 0.000127193
871 0.000134025
881 0.000133166
891 0.000129389
901 0.000137589
911 0.000147624
921 0.000147674
931 0.000144707
941 0.000150354
951 0.000151614
961 0.00015321
971 0.000173232
981 0.000166047
991 0.000168014
