1 3e-007
11 3.208e-007
21 4.052e-007
31 1.1001e-006
41 1.6009e-006
51 2.4649e-006
61 3.9022e-006
71 5.101e-006
81 5.608e-006
91 7.7095e-006
101 8.8028e-006
111 1.16594e-005
121 1.19052e-005
131 1.37559e-005
141 1.7169e-005
151 1.94557e-005
161 4.06918e-005
171 2.40756e-005
181 2.82122e-005
191 3.03636e-005
201 3.64702e-005
211 3.46907e-005
221 3.98608e-005
231 4.07119e-005
241 4.75178e-005
251 5.35859e-005
261 5.27834e-005
271 0.000103707
281 6.58209e-005
291 6.85729e-005
301 7.82075e-005
311 7.23756e-005
321 8.14651e-005
331 8.58278e-005
341 8.67425e-005
351 9.67653e-005
361 0.00010265
371 0.000106256
381 0.000121557
391 0.000119856
401 0.00013835
411 0.000132769
421 0.00014606
431 0.0001467
441 0.00015092
451 0.000157283
461 0.000158563
471 0.000178836
481 0.00018052
491 0.000193399
501 0.000189262
511 0.000202067
521 0.00021002
531 0.000219501
541 0.000224599
551 0.000247105
561 0.000236569
571 0.000252314
581 0.000251798
591 0.000263867
601 0.000283201
611 0.000283937
621 0.000294819
631 0.000311799
641 0.000324396
651 0.000325366
661 0.000334419
671 0.000348082
681 0.000347302
691 0.000380557
701 0.000392039
711 0.000393439
721 0.000408338
731 0.000414206
741 0.000422423
751 0.000437993
761 0.000429853
771 0.000454821
781 0.000482075
791 0.0004567
801 0.00050228
811 0.000514293
821 0.000500722
831 0.000526118
841 0.00052583
851 0.000567824
861 0.00056377
871 0.000563633
881 0.00058601
891 0.000593343
901 0.000605852
911 0.000613981
921 0.000655932
931 0.000627705
941 0.000659544
951 0.000708107
961 0.000717985
971 0.000728889
981 0.000706238
991 0.000781725
